Name,Observed Wavelength of H-alpha,Apparent Mag,RA J2000.0,Dec J2000.0
2MASXJ12362919+1818022,6583.640781029766,10.634988758278542,12 36 29.2,+18 18 01
PGC042057,6601.992305321476,12.29970918619896,12 36 30.1,+13 32 33
PGC042059,6574.955862481748,9.974832878455917,12 36 30.6,+13 38 18
PGC042062,6595.192500792294,13.869002552408329,12 36 32.4,+13 44 54
NGC4567,6585.32029459236,12.29538629267877,12 36 32.7,+11 15 29
NGC4568,6582.666926577148,12.199713626097953,12 36 34.3,+11 14 20
SDSSJ123634.93+033831.3,6548.592153873998,14.24498882650746,12 36 34.9,+03 38 32
PGC042068,6589.367396931367,14.850258727461334,12 36 34.9,+08 03 17
PGC042072,6617.852332765926,12.253568948322322,12 36 36.7,+14 13 33
IC3576,6570.047215630184,14.241401767136445,12 36 37.8,+06 37 18
PGC042077,6579.777631054437,12.03532583506371,12 36 37.8,+10 56 18
IC3578,6572.659175635997,15.03884763119174,12 36 39.4,+11 06 07
UGC07780,6560.610967397933,13.883104122036205,12 36 42.1,+03 06 31
IC3583,6583.212391900874,15.013709449948689,12 36 43.6,+13 15 32
PGC042084,6570.119036635724,14.541884391251987,12 36 47.1,+14 44 23
PGC042087,6588.1508817412505,14.925017872540401,12 36 49.0,+04 06 16
NGC4569,6591.485777156822,14.596829878509922,12 36 49.9,+13 09 48
PGC042091,6590.978963472114,11.568583730053103,12 36 51.1,+12 57 32
PGC1139671,6563.372084280134,13.048221469469901,12 36 51.9,-00 35 16
NGC4570,6578.176141902251,14.727853952669584,12 36 53.4,+07 14 48
IC3586,6579.623079549262,11.611828407984909,12 36 54.8,+12 31 12
PGC091215,6567.5921682346425,14.639732272695404,12 36 55.0,+01 36 54
PGC1172855,6599.223497717067,14.032512059184825,12 36 56.1,+00 41 26
NGC4571,6587.8346259026475,15.093887888305467,12 36 56.4,+14 13 02
AGC742507,6589.194941481199,11.797364520587927,12 37 01.4,+22 00 31
IC3591,6585.353476138252,14.69512949004983,12 37 02.8,+06 55 34
PGC042110,6584.134499592458,12.469977386035858,12 37 07.0,+05 25 18
PGC042114,6589.005459639359,14.615512633189631,12 37 09.7,+10 16 20
PGC042132,6587.530838943717,11.494860055037925,12 37 17.2,+10 53 17
PGC1159978,6570.634020584078,11.759079241366408,12 37 18.8,+00 12 48
PGC042136,6578.6662858958525,12.200239360922595,12 37 22.2,+12 17 13
AGC229180,6581.3094261358565,12.514704386205985,12 37 26.5,+01 39 42
PGC042144,6595.214137806907,14.547973404848577,12 37 28.5,+08 47 40
PGC042147,6591.786599065449,14.152973662708206,12 37 28.9,+12 21 11
PGC042143,6586.16934642017,13.25398612996339,12 37 29.1,+04 45 04
NGC4578,6566.575421941143,12.307712315088057,12 37 30.6,+09 33 18
PGC042155,6583.882852187957,14.793822882715396,12 37 34.3,+08 28 55
PGC042160,6575.648678962821,13.995096679374988,12 37 41.3,+08 33 32
NGC4579,6589.2451420152,10.377205710436051,12 37 43.5,+11 49 05
SDSSJ123743.70+181556.0,6595.998678383282,13.719138208541192,12 37 43.7,+18 15 56
DDO139,6562.220219533952,14.894651222922732,12 37 45.3,+07 06 17
PGC042171,6601.003615440975,15.03724124661644,12 37 45.5,+09 59 04
SDSSJ123745.89+181750.2,6595.844911868946,14.891829313656498,12 37 45.9,+18 17 50
PGC1089367,6565.936602473721,13.146932552380342,12 37 47.0,-02 31 59
PGC042173,6581.756380474319,13.647536628013654,12 37 48.3,-01 20 41
NGC4580,6571.573223044609,14.3026952007244,12 37 48.4,+05 22 07
AGC732194,6580.720565890201,12.359020289146546,12 37 58.2,+24 02 39
PGC042193,6593.109436748161,14.272962719229021,12 38 00.4,+14 10 42
UGC07798,6533.029749561637,14.721439379418491,12 38 03.3,-02 15 50
NGC4581,6588.123075752175,14.478671278199307,12 38 05.2,+01 28 40
IC3602,6580.173383164515,10.290325813913842,12 38 06.8,+10 04 57
PGC042204,6587.4822575721,12.249959995074079,12 38 06.9,+10 09 55
PGC042211,6615.503208678014,12.968362765328358,12 38 09.7,+13 34 51
PGC042218,6555.677496247711,14.032220780688817,12 38 15.5,+06 59 39
PGC042219,6579.938804536061,14.911648752491367,12 38 15.9,+14 52 12
NGC4584,6591.8952761819155,14.580825748747884,12 38 17.9,+13 06 36
PGC042225,6560.471274346469,13.330883843982917,12 38 18.5,+07 13 02
PGC2832117,6594.191409971938,13.920672687683599,12 38 20.0,+27 39 36
UGC07802,6600.651789067537,11.151781352651177,12 38 20.9,+07 53 29
IC3605,6596.587236110165,14.777389920366272,12 38 21.0,+19 32 29
PGC1187621,6588.61250529955,13.665578977105419,12 38 21.7,+01 12 08
PGC042242,6602.704103543523,11.210238075251837,12 38 27.7,+14 04 38
NGC4586,6585.245829687884,11.49213684094563,12 38 28.4,+04 19 09
PGC042248,6586.085904208801,14.051828011924584,12 38 32.2,+10 22 36
NGC4587,6575.035523802447,13.746421855499687,12 38 35.4,+02 39 26
PGC042257,6578.027970350769,11.031024071315802,12 38 36.6,+06 30 12
PGC042265,6583.678396395578,13.23770349098147,12 38 37.6,+09 40 30
AGC225847,6595.360711786714,14.188798641604023,12 38 56.9,+13 33 07
PGC1177211,6587.252039293455,14.310089527023308,12 39 02.5,+00 50 59
IC3612,6593.647912389862,13.738526776699423,12 39 04.7,+14 43 51
PGC1103962,6568.217540006635,12.095088358817438,12 39 05.8,-02 00 44
PGC042318,6582.01280089703,14.376870832233418,12 39 11.7,+08 04 21
NGC4591,6582.402968157677,14.390125244014541,12 39 12.4,+06 00 44
PGC042325,6593.362808750773,13.303491017274062,12 39 14.2,+15 37 36
PGC042332,6576.516153928288,13.715643263659505,12 39 15.7,+11 16 11
NGC4592,6543.324857771876,14.968344003674389,12 39 18.7,-00 31 55
PGC1275680,6577.601504792535,11.317966100370029,12 39 19.3,+04 56 38
PGC042340,6566.590041631105,15.092819402206516,12 39 21.9,+04 56 12
IC3617,6586.705262815736,13.46033295772456,12 39 24.8,+07 57 56
PGC042350,6579.2827168124995,14.0691815494962,12 39 27.1,+11 46 35
PGC042357,6584.839481260026,11.242528608697231,12 39 30.1,+12 40 51
EVCC1002,6594.213372571148,13.961227109050085,12 39 30.2,+18 22 06
IC3625B,6574.964262456837,14.08422982969287,12 39 37.7,+10 58 33
PGC042378,6584.981960510919,11.4355147665703,12 39 40.1,+09 23 56
PGC042381,6579.313738568204,13.38322167155625,12 39 42.8,+13 36 27
PGC1260930,6589.93036640499,11.555368261907681,12 39 49.8,+03 56 08
UGC07824,6581.168446253616,11.59098607172417,12 39 50.4,+01 40 20
NGC4595,6576.817246398908,12.213694833656092,12 39 51.9,+15 17 52
PGC042710,6585.179960627985,14.407406157970247,12 42 40.8,+13 16 00
SDSSJ123955.45+095520.7,6585.15795592061,14.986996547135874,12 39 55.5,+09 55 21
PGC042400,6585.044324151938,14.802795017768336,12 39 55.6,+11 51 28
NGC4596,6579.427734995068,10.978986189274732,12 39 55.9,+10 10 34
KDG177,6566.736871885728,13.596445550613986,12 39 58.5,+13 46 54
AGC749241,6600.445230628007,13.805186848609495,12 40 01.7,+26 19 19
PGC1128047,6554.620676425392,13.175012445177607,12 40 02.8,-01 03 00
PGC042417,6559.322883857924,15.008548569714172,12 40 05.2,+05 45 32
PGC1145528,6567.538804394319,14.783152382665183,12 40 08.8,-00 21 05
UGCA379,6574.630645421717,14.363707050612572,12 40 10.4,+06 50 48
IC3633,6581.8190650478355,13.593327246402808,12 40 11.3,+09 53 46
NGC4598,6567.88840178894,13.36619454637352,12 40 11.9,+08 23 01
IC3635,6588.689198663091,11.63557078272607,12 40 13.4,+12 52 29
PGC042436,6583.701513829325,13.742675981829251,12 40 17.7,+06 43 55
IC3637,6576.701550717152,12.784122686322362,12 40 19.6,+14 42 54
PGC042442,6606.858003725997,12.043365640790729,12 40 19.7,+15 56 07
NGC4600,6547.032829749033,13.034170853022523,12 40 23.0,+03 07 04
PGC042449,6550.914930093982,13.857780225092256,12 40 23.9,+02 36 31
PGC042454,6558.347166539911,12.566499477761852,12 40 25.9,+04 03 01
NGC4599,6569.215633497072,10.503107499697894,12 40 27.1,+01 11 49
PGC1174996,6553.9341208319265,12.488575364420488,12 40 35.2,+00 46 13
SDSSJ124042.09+054856.1,6574.043844572287,14.619096962346553,12 40 42.1,+05 48 55
PGC1166209,6579.868158279418,12.081500446898751,12 40 48.5,+00 26 57
AGC732226,6576.6564429281225,14.671582982380933,12 40 48.8,+25 56 38
AGC229001,6584.847411064979,14.857825786824172,12 40 49.7,+27 33 50
PGC042497,6591.718759202991,15.299467206774857,12 40 50.3,+04 31 33
IC3647,6594.049974868668,10.798654406423221,12 40 53.0,+10 28 34
PGC042513,6596.526853849172,14.034125761515625,12 40 57.3,+15 16 31
NGC4606,6591.701611879715,14.027483497872815,12 40 57.5,+11 54 42
IC3652,6587.982575532631,11.83362372131512,12 40 58.6,+11 11 04
SDSSJ124101.06+094306.4,6593.447521950415,14.138381714341094,12 41 01.1,+09 43 06
PGC042537,6579.99699742727,11.710615500197704,12 41 10.2,+08 00 14
UGC07841,6573.878181015855,14.78072035916265,12 41 11.6,+01 24 37
PGC1097431,6575.01052690102,10.707599745674504,12 41 12.3,-02 15 04
NGC4607,6578.791384687088,12.376252614200617,12 41 12.3,+11 53 11
NGC4608,6601.756613886314,13.944611632869737,12 41 13.3,+10 09 21
PGC042547,6603.353475363004,14.431064575764118,12 41 15.4,+11 17 55
IC3653,6596.758982544677,14.029387341326782,12 41 15.7,+11 23 14
PGC2832063,6572.0205768235655,13.277304218663602,12 41 19.2,+01 32 53
PGC042553,6583.2484635058945,13.081115294229168,12 41 19.4,+06 31 24
IC3658,6590.034295734528,13.80680356166091,12 41 20.6,+14 42 02
SDSSJ124125.41+191317.5,6574.518570863745,12.090749503987233,12 41 25.4,+19 13 17
PGC042566,6581.544477041996,13.86828869748578,12 41 27.4,+11 08 45
PGC1136400,6559.817045869929,12.248943782680485,12 41 29.2,-00 43 12
PGC042571,6579.107067281048,12.049056941243428,12 41 29.4,+10 45 47
NGC4612,6583.86478829646,13.673797648494677,12 41 32.8,+07 18 54
PGC1207559,6572.794462117573,14.117522445915341,12 41 39.2,+01 50 17
PGC042586,6586.044343031534,12.648974861584108,12 41 39.4,+12 14 51
SDSSJ124142.58+243105.0,6580.180189467539,12.805030116110508,12 41 42.6,+24 31 05
PGC042596,6581.26960301062,13.924733230269972,12 41 45.2,+04 00 24
IC3665,6561.2819438832585,13.909387714740646,12 41 46.7,+11 29 18
PGC042602,6580.936125886237,13.639582346739065,12 41 48.9,+11 11 29
UGC07854,6561.796573210075,12.503560225649213,12 41 52.0,+09 24 11
UGC07857,6581.148130149264,13.179714916177662,12 41 54.3,+13 46 23
PGC042609,6600.738259734193,12.326200581227745,12 41 54.6,+09 35 05
SDSSJ124155.33+114003.7,6582.0385954720105,12.489172577649438,12 41 55.3,+11 40 04
PGC042613,6584.133874207674,13.463713973356917,12 41 57.1,+03 49 09
PGC042615,6579.991780208283,14.66825439660363,12 41 57.3,+13 04 05
AGC229381,6596.568942424353,13.187744793262684,12 41 58.3,+23 01 31
NGC4620,6583.198376637378,12.954845054742254,12 41 59.3,+12 56 34
NGC4621,6597.464383774405,13.341387291458808,12 42 02.2,+11 38 50
PGC042626,6593.649047187448,14.488642614400966,12 42 02.7,+15 38 11
PGC042634,6585.17928057849,13.380987401976835,12 42 07.4,+11 49 41
IC0809,6581.408578725249,14.924110495220376,12 42 08.7,+11 45 15
IC0810,6579.607153226751,13.35026893491328,12 42 09.1,+12 35 49
NGC4623,6587.2814617102285,11.307341461717485,12 42 10.7,+07 40 37
PGC042668,6563.024240760919,13.622767534002556,12 42 17.8,+03 28 07
PGC042669,6574.650998320777,14.672633102387522,12 42 18.2,+10 34 03
PGC042666,6600.124365303951,11.990123520791911,12 42 18.6,+05 44 22
PGC086641,6566.89668316244,14.834849301385255,12 42 20.6,+17 30 35
PGC042673,6580.84061632208,13.436796017657187,12 42 21.3,+02 04 00
PGC042679,6570.952408303964,13.994265335316861,12 42 26.5,+11 44 25
PGC1155762,6566.620210664745,10.485890033407117,12 42 27.8,+00 02 53
PGC1184482,6559.548550119506,12.945821318878785,12 42 28.6,+01 05 51
SDSSJ124230.91+054354.1,6584.2241024477835,12.62012431518528,12 42 30.9,+05 43 54
NGC4630,6582.194661467205,12.532222549151655,12 42 31.1,+03 57 35
NGC4632,6539.024217587572,12.56708367450561,12 42 32.3,-00 04 54
NGC4629,6552.280416113781,15.116896245519666,12 42 32.7,-01 21 02
NGC4633,6581.839537447058,13.403653430324436,12 42 37.3,+14 21 26
NGC4635,6575.433365269605,14.365426004258303,12 42 39.2,+19 56 43
NGC4634,6610.0777794455325,14.26294611359986,12 42 40.9,+14 17 46
PGC1170050,6583.69512631711,10.364594859860645,12 42 42.9,+00 35 32
PGC042717,6575.143020042282,12.164086372109285,12 42 44.9,+07 20 20
PGC042724,6581.2595371585185,11.262075385032407,12 42 45.3,+03 25 50
PGC042723,6586.419261004193,14.899775874739685,12 42 46.0,+09 30 39
NGC4638,6582.40575067002,12.161824985562774,12 42 47.4,+11 26 33
NGC4636,6563.399149637804,14.093215928871572,12 42 49.7,+02 41 19
PGC042737,6597.064642521489,14.56419594091129,12 42 50.8,+12 18 31
NGC4639,6578.51740640314,12.83281083545667,12 42 52.4,+13 15 26
PGC042748,6574.853207129923,11.642479996958041,12 42 56.3,+03 40 36
NGC4640,6592.620689522413,15.095994606055552,12 42 57.8,+12 17 13
PGC042754,6590.480116031983,13.155618040584208,12 42 58.0,+10 40 55
PGC1215961,6537.9564806869785,15.008129321583258,12 42 59.8,+02 06 04
PGC042757,6586.496040952202,15.024563773589755,12 43 00.3,+16 05 14
PGC042758,6582.732030237846,14.533921062821122,12 43 02.2,+11 41 53
PGC1143249,6569.741271128923,15.130411785397278,12 43 03.3,-00 26 26
AGC732245,6616.597732996544,14.58191622592799,12 43 05.9,+24 27 04
PGC042768,6572.568118889262,15.162334434885473,12 43 07.5,+07 39 17
NGC4641,6571.9029450954995,14.048212010777974,12 43 07.7,+12 03 04
PGC042771,6602.395766573066,13.152147033754908,12 43 08.2,+14 31 12
PGC042779,6582.476352599335,15.180971336589096,12 43 10.4,+11 02 13
NGC4642,6544.207461054554,14.81780056609567,12 43 17.8,-00 38 40
PGC1117977,6586.430516256942,11.901462688067497,12 43 18.4,-01 28 02
NGC4643,6617.627334780519,11.607731733649839,12 43 20.1,+01 58 43
PGC042796,6587.232590742081,12.639826702621242,12 43 20.8,+08 57 03
PGC042799,6585.547832619457,10.858341011477517,12 43 21.0,+03 25 13
SDSSJ124322.80+054555.2,6578.056012011898,14.299421414618834,12 43 22.8,+05 45 55
PGC042801,6607.897716036163,13.841840045456763,12 43 23.2,+14 10 21
AGC732250,6585.293921226957,10.727838454419096,12 43 24.2,+24 31 30
PGC042811,6579.627483467428,14.226158292648897,12 43 29.0,+10 05 35
PGC042812,6585.132972564437,10.759363370076517,12 43 30.9,+11 02 50
PGC3295391,6560.522324277623,14.337320836367411,12 43 31.5,-00 28 43
NGC4647,6605.443618330424,15.111133746028063,12 43 32.6,+11 34 56
PGC1186061,6564.621663138729,14.756855266827863,12 43 36.9,+01 09 01
NGC4649,6593.170694066588,12.387112539336862,12 43 40.0,+11 33 10
NGC4651,6607.149464666433,12.690240148658262,12 43 42.7,+16 23 37
PGC042842,6572.809225594724,12.14014924448555,12 43 48.0,+08 45 38
NGC4653,6574.599344325231,11.558590079793056,12 43 50.9,-00 33 40
PGC042846,6564.504456856781,14.943897368768546,12 43 51.0,+11 28 01
PGC042853,6578.367515724391,12.83820635861299,12 43 53.3,+10 44 44
PGC1233057,6565.875797172237,12.853923010986904,12 43 53.5,+02 38 00
SDSSJ124354.11+163250.5,6603.466239213529,10.84713785909937,12 43 54.1,+16 32 51
NGC4654,6588.807710378031,14.081967883342568,12 43 56.6,+13 07 35
PGC1279854,6566.312808458762,10.578958689384997,12 43 57.7,+05 12 48
EVCC1111,6569.3110417638745,11.730716413728178,12 44 01.4,+04 01 12
PGC042870,6577.224400583051,14.249383104517424,12 44 04.4,+13 15 03
PGC1242969,6576.18930282645,11.227907057124035,12 44 08.0,+03 00 22
PGC042878,6587.051520117555,15.000498793754375,12 44 09.4,+11 10 36
UGC07906,6595.481977158785,14.024028430344721,12 44 09.6,+12 06 52
PGC1255427,6563.815413557036,11.13795901701442,12 44 11.7,+03 36 24
PGC042884,6595.857659249153,14.334039773935043,12 44 12.0,+12 56 31
PGC1227738,6592.50069042389,12.789527452419584,12 44 14.9,+02 27 43
PGC1234100,6575.0051344686035,14.499226510865821,12 44 17.4,+02 40 02
SDSSJ124420.88+060522.5,6582.998805965802,13.135788179881455,12 44 20.9,+06 05 23
AGC732257,6563.434189342313,13.005135429324405,12 44 24.9,+24 54 14
PGC042902,6575.590058449869,12.56468594717014,12 44 25.6,+03 31 31
UGC07911,6586.175190421177,13.052374322622068,12 44 28.8,+00 28 05
NGC4659,6578.259384565501,12.297317708614322,12 44 29.4,+13 29 55
NGC4660,6566.506979889949,14.473185915553607,12 44 32.0,+11 11 26
PGC042920,6562.78210451328,12.328759016660854,12 44 33.4,+01 44 13
PGC1189866,6540.086011561665,11.791801667275003,12 44 34.4,+01 16 31
UGCA294,6588.921954701138,15.05509834393576,12 44 38.2,+28 28 21
PGC1283313,6561.987130016764,14.47194584681608,12 44 42.0,+05 25 49
IC3718,6603.04773775522,12.358146815181037,12 44 45.4,+12 21 06
PGC042945,6576.8284573737465,12.583523805577173,12 44 46.0,+08 58 49
PGC3295333,6558.153587488123,12.948119896694177,12 44 46.1,-00 25 43
IC3720,6590.8953285700845,12.79098333211305,12 44 47.4,+12 03 53
IC3716,6583.457448050711,14.667430099085408,12 44 47.5,+08 06 25
SDSSJ124451.77+162505.5,6590.662795595942,11.567619457068552,12 44 51.8,+16 25 06
AGC225876,6576.131200847666,14.49283570106531,12 44 57.9,+12 01 47
IC3727,6572.022037682548,12.40485614286618,12 45 05.6,+10 54 03
NGC4624,6580.768779552915,12.959262851674762,12 45 05.9,+03 03 20
NGC4666,6525.843851977142,14.102533444293996,12 45 08.6,-00 27 43
PGC042978,6611.025848128689,12.283554001549156,12 45 09.7,+10 37 47
PGC042980,6611.99963076976,14.344981836999452,12 45 11.8,+10 19 28
PGC042982,6577.868186993509,13.710394534939972,12 45 15.4,+07 36 56
NGC4670,6608.616379305394,12.29300056695979,12 45 17.2,+27 07 32
IC3735,6613.028538700522,12.156697284890285,12 45 20.4,+13 41 34
UGC07929,6595.004723707996,14.352777530816706,12 45 20.7,+21 25 38
IC3740,6575.859137191516,13.353132673986835,12 45 30.6,+20 48 58
IC3742,6578.925350280086,11.250335211505359,12 45 31.9,+13 19 56
NGC4668,6581.097450975119,14.743101028773012,12 45 32.0,-00 32 08
EVCC1141,6599.889505601752,12.242149621431729,12 45 33.3,+10 29 26
PGC1212399,6573.6029321524775,15.116516040768452,12 45 35.3,+01 59 19
PGC043013,6577.212262358047,11.827339862003278,12 45 37.5,+13 19 43
PGC043019,6581.584143534377,13.838723194027232,12 45 40.2,+09 24 22
PGC1103489,6555.454935935081,14.641842883591082,12 45 41.6,-02 01 51
SDSSJ124545.05+121408.5,6583.783753186978,13.789737985315966,12 45 45.1,+12 14 09
PGC1143451,6563.704960285972,14.159494429484518,12 45 47.9,-00 25 56
AGC227970,6576.823838488498,15.15402461132236,12 46 01.4,+04 22 52
PGC043051,6580.360147718649,13.669861086693338,12 46 04.4,+08 28 35
PGC043056,6580.193343041632,11.078554442938948,12 46 07.9,+10 09 44
AGC732281,6579.066557303497,12.359524680158508,12 46 10.7,+26 15 01
PGC1124896,6587.584907426725,14.439692497020104,12 46 13.9,-01 10 42
PGC043072,6581.517671814258,14.867613934214315,12 46 15.3,+10 12 20
PGC1214263,6582.399155568582,15.076850901994415,12 46 16.4,+02 02 46
PGC1249354,6548.026800898746,10.958731990261377,12 46 33.2,+03 17 56
SDSSJ124637.60+221446.8,6603.6006942217755,12.149726172308352,12 46 37.6,+22 14 47
UGC07942,6567.695562028948,12.927376470854085,12 46 38.2,+09 18 26
AGC226178,6597.528741881174,12.8737381184146,12 46 42.8,+10 22 09
UGC07943,6579.457209964679,11.477980638879117,12 46 45.8,+05 57 19
PGC043108,6586.622702315986,12.058082609027249,12 46 49.4,+03 00 23
SDSSJ124649.44+024248.3,6533.786184226088,12.884573284793262,12 46 49.4,+02 42 49
SDSSJ124654.54+022135.3,6530.745640226243,14.730740455919928,12 46 54.5,+02 21 36
UGCA298,6578.748496338609,11.340046799127158,12 46 55.4,+26 33 51
PGC043119,6584.01370069418,12.55206932364355,12 46 55.5,+10 10 57
UGC07945,6556.978955831549,15.142111130487987,12 47 01.0,-01 34 41
IC3773,6571.232087972639,14.427853583701996,12 47 15.3,+10 12 13
UGC07953,6573.8218359835655,15.138131520567082,12 47 16.1,+11 45 37
IC3779,6590.181359398749,13.760099061955842,12 47 20.6,+12 09 59
PGC3295235,6572.833925758454,13.78454704769009,12 47 28.3,-00 08 17
PGC043180,6547.108399937388,12.94723319902068,12 47 39.3,+09 09 27
PGC043183,6587.384717844837,12.27948260833675,12 47 44.3,+12 08 00
NGC4689,6595.481666362024,11.066050331754951,12 47 45.6,+13 45 45
NGC4688,6568.2300776191205,10.752396060068346,12 47 46.6,+04 20 13
KK164,6573.691638022759,12.419835034157323,12 47 59.6,+04 26 00
PGC043215,6572.385247439656,14.54526809414477,12 47 59.8,+04 41 42
PGC043211,6593.677846921725,13.381554237092708,12 48 00.1,+10 58 13
AGC228094,6606.6621753484405,12.175244444528005,12 48 07.4,+27 11 33
NGC4694,6583.52704978184,13.697360365533882,12 48 15.1,+10 59 01
NGC4698,6577.477055772004,12.196405285414663,12 48 22.9,+08 29 15
SDSSJ124823.09+050816.3,6582.354186882219,12.219044798293119,12 48 23.1,+05 08 16
PGC043261,6593.813633818941,14.452763233586708,12 48 27.1,+10 33 29
PGC043285,6573.4763957623145,11.588042424236754,12 48 43.7,+11 58 09
IC3806,6606.6322722077875,11.537503826113024,12 48 55.4,+14 54 28
PGC043309,6584.670375599542,13.643984898094445,12 48 58.4,+10 35 12
NGC4701,6574.98806829836,12.479870595975761,12 49 11.6,+03 23 19
UGC07976,6560.918291480553,13.910458869007968,12 49 15.7,+04 39 22
PGC1267592,6587.00298688586,12.915916693243325,12 49 25.7,+04 23 33
SDSSJ124936.90+215505.7,6575.384407040389,14.309550567096892,12 49 36.9,+21 55 05
NGC4710,6593.368060001967,13.234977588359065,12 49 38.8,+15 09 54
UGC07979,6584.599228813604,12.972595426065023,12 49 39.5,+12 37 31
PGC086434,6612.677154583443,14.437238348210236,12 49 40.6,+25 46 21
SDSSJ124942.06+052922.2,6585.383587347687,13.975759048590056,12 49 42.1,+05 29 22
PGC043392,6589.988153136344,13.05270613268776,12 49 46.2,+11 13 32
UGC07983,6565.9100991971045,12.803655689394631,12 49 47.0,+03 50 33
UGC07982,6576.670405324238,14.397116184116939,12 49 50.2,+02 51 07
PGC1229213,6606.776196936287,13.413514453889292,12 49 56.4,+02 30 36
NGC4713,6588.394753683574,10.91498976600457,12 49 57.8,+05 18 41
PGC1289726,6574.4212430938305,11.70087640476271,12 49 59.2,+05 49 16
AGC227897,6581.058430702553,12.381301495309607,12 50 04.2,+06 50 51
PGC135809,6581.430144369255,13.673208087140132,12 50 04.8,-00 13 57
PGC043421,6560.550119586282,14.889089402230297,12 50 07.3,+02 14 52
PGC043436,6584.174111241662,13.154102221336096,12 50 14.5,+10 32 24
AGC227972,6563.357373482695,14.856952595516372,12 50 24.0,+04 54 22
NGC4725,6570.437994846658,13.090875234537478,12 50 26.6,+25 30 04
UGC07990,6595.574197631336,12.225872151945204,12 50 27.2,+28 21 10
PGC043457,6563.171122659067,14.404418412296476,12 50 31.3,+17 28 17
PGC3295140,6570.695438939733,11.76716346739616,12 50 34.7,+00 26 02
EVCC1194,6588.263249762407,14.382135923658538,12 50 37.8,+09 52 44
UGC07991,6537.797342923371,11.449477271963755,12 50 39.0,+01 27 52
AGC227973,6585.359121926405,14.3037267393393,12 50 39.9,+05 20 52
SDSSJ125046.77+045323.7,6575.164931349426,13.889536503169474,12 50 46.8,+04 53 24
PGC1359187,6586.105565621997,13.380008185844865,12 50 59.5,+09 04 38
PGC1207820,6573.397273070257,14.649962386013392,12 51 00.2,+01 50 45
NGC4733,6574.788381032479,14.506851893794646,12 51 06.8,+10 54 44
SDSSJ125106.78+120335.4,6594.317737342777,14.074779861052384,12 51 06.8,+12 03 36
UGC08001,6562.236524164167,14.09720127406738,12 51 24.3,+10 34 47
SDSSJ125133.00+194322.9,6590.629318968164,12.590105232664328,12 51 33.0,+19 43 23
PGC043580,6593.75905937647,12.189145852338697,12 51 41.5,+13 05 42
KK167,6577.126326027515,13.01375361908378,12 51 44.4,+26 06 43
NGC4747,6597.377747527057,13.016347806951611,12 51 45.7,+25 46 33
IC3840,6602.847451574868,12.435763481271877,12 51 46.0,+21 44 03
NGC4746,6570.657703765796,15.244189932662032,12 51 55.2,+12 04 59
PGC1355373,6598.0800391211405,14.982693351896856,12 51 55.7,+08 52 42
PGC2806992,6581.992092704803,12.49295258914561,12 52 04.0,+12 54 26
SDSSJ125208.90+030714.6,6564.257828970081,13.08517829536867,12 52 08.9,+03 07 15
AGC226122,6565.873100096005,10.274533549547698,12 52 15.4,+04 27 27
NGC4754,6565.391616569982,14.834777157967991,12 52 17.5,+11 18 50
UGC08011,6571.565701613737,14.300800017433374,12 52 21.1,+21 37 47
NGC4753,6588.143106254733,11.383068320373866,12 52 22.0,-01 11 58
PGC1150193,6587.969624042516,12.310554961629492,12 52 34.1,-00 10 04
PGC043698,6583.666616117472,14.560004751964094,12 52 34.2,+12 15 27
NGC4758,6579.734595478504,13.591348362276797,12 52 44.2,+15 50 52
PGC135811,6558.192664943093,14.914931521197506,12 52 49.4,+01 44 04
PGC1133831,6560.771992864298,13.265424659034554,12 52 53.2,-00 49 22
NGC4762,6578.361797325921,14.281116822436807,12 52 56.0,+11 13 51
PGC043739,6607.204296356832,12.024366673748737,12 52 59.0,+14 24 01
AGC229124,6605.098764763701,13.837473441305853,12 52 59.1,+22 24 56
PGC043746,6572.025696914706,10.13580484946008,12 53 03.7,+07 41 00
AGC221089,6593.0843003192995,14.467730816451343,12 53 10.1,+25 16 42
KK169,6590.379589417672,13.285882282535116,12 53 11.6,+12 38 05
NGC4765,6549.3515503774615,12.194800085229893,12 53 14.5,+04 27 48
NGC4771,6601.769200066404,12.429053192552864,12 53 21.2,+01 16 09
PGC135812,6567.076723006777,14.089851143884438,12 53 24.2,+01 55 53
NGC4772,6571.032396484275,14.869707290614727,12 53 29.2,+02 10 06
PGC1199069,6575.86849930227,10.904276094990259,12 53 39.8,+01 34 29
PGC1263098,6554.793404609639,11.488305099286517,12 53 40.2,+04 04 32
PGC1264260,6578.021918945758,11.276751783951823,12 53 43.3,+04 09 14
SDSSJ125355.24+191533.5,6564.091095656159,11.890719132149634,12 53 55.2,+19 15 34
PGC043864,6545.864804244777,13.274553339106049,12 54 01.9,-01 30 30
PGC1365234,6578.011667949523,11.053579977401164,12 54 02.2,+09 26 50
PGC135814,6565.959738332624,13.147493313999433,12 54 05.1,-00 06 04
DDO154,6594.546817589194,15.159452387690166,12 54 05.4,+27 09 00
PGC043888,6558.192173620232,14.907369380321327,12 54 12.6,+00 48 09
PGC1236745,6570.739745881312,12.756033624956082,12 54 15.9,+02 45 45
UGC08030,6575.759725647513,14.080607010193994,12 54 29.3,+26 18 16
PGC1191416,6581.304588313018,14.009347835433779,12 54 37.8,+01 19 33
NGC4793,6586.0746425421,13.483339811407994,12 54 40.6,+28 56 19
PGC043940,6566.443435546284,13.625854144314197,12 54 41.6,+02 06 15
